-----,-----------,-----------,--------------
MessageLevel, Title, Timestamp, Message
Info, "Robot", 1.960088, "Robot Inited"
Info, "Default", 3.393714, "SENSORS RESET!!!"
Info, "Default", 4.028247, "Path: [50]"
Info, "Default", 4.028915, "0.0; 0.0 | 0.2
0.0; 0.08 | 0.2
0.0; 0.16 | 0.2
0.0; 0.24 | 0.2
0.0; 0.32 | 0.2
0.0; 0.4 | 0.2
0.0; 0.48 | 0.2
0.0; 0.56 | 0.2
0.0; 0.64 | 0.2
0.0; 0.72 | 0.2
0.0; 0.8 | 0.2
-0.01; 0.88 | 0.2
-0.01; 0.95 | 0.2
-0.01; 1.03 | 0.2
-0.01; 1.11 | 0.2
-0.02; 1.19 | 0.2
-0.02; 1.26 | 0.2
-0.03; 1.34 | 0.2
-0.04; 1.41 | 0.2
-0.06; 1.48 | 0.2
-0.07; 1.55 | 0.2
-0.09; 1.62 | 0.2
-0.12; 1.68 | 0.2
-0.16; 1.74 | 0.2
-0.2; 1.79 | 0.18
-0.25; 1.83 | 0.19
-0.32; 1.87 | 0.2
-0.4; 1.9 | 0.2
-0.48; 1.92 | 0.2
-0.57; 1.94 | 0.2
-0.67; 1.95 | 0.2
-0.78; 1.96 | 0.2
-0.88; 1.97 | 0.2
-0.99; 1.98 | 0.2
-1.1; 1.98 | 0.2
-1.22; 1.99 | 0.2
-1.33; 1.99 | 0.2
-1.45; 1.99 | 0.2
-1.57; 1.99 | 0.2
-1.69; 2.0 | 0.2
-1.8; 2.0 | 0.2
-1.92; 2.0 | 0.2
-2.04; 2.0 | 0.2
-2.16; 2.0 | 0.2
-2.28; 2.0 | 0.2
-2.4; 2.0 | 0.2
-2.52; 2.0 | 0.2
-2.64; 2.0 | 0.2
-2.76; 2.0 | 0.2
-2.88; 2.0 | 0.2
"
Info, "Default", 4.444261, "__________________________

"
Info, "PathFollower", 4.475942, "searchLimit: 13"
Info, "PathFollower", 4.508281, "ONPATH = true"
Info, "PathFollower", 4.543257, "found closest waypoint:0.0; 0.0 | 0.2"
Info, "PathFollower", 4.552178, "RobotPos: 0.0; 0.0"
Info, "PathFollower", 4.557643, "LookaheadPoint: 0.0; 0.61"
Info, "PathFollower", 4.563846, "horizontalDistance2LookAheadPoint: 0.48664875183432904"
Info, "PathFollower", 4.569017, "side: 1.0"
Info, "PathFollower", 4.57348, "Curvature: 2.6191217845741592"
Info, "PathFollower", 4.687241, "Velocities (left; right):0.4375; -0.037500000000000006"
Info, "Default", 4.698072, "POS: (0.0; 0.0"
Info, "Default", 4.702004, "/ GYRO: 0.04"
Info, "Default", 4.708301, "| Encoders left right: 0.0, 0.0"
Info, "Default", 4.713557, "Left Vel0.44"
Info, "Default", 4.717191, "Right Vel-0.04"
Info, "Default", 4.717738, "_____________________________________
"
Info, "PathFollower", 4.728772, "ONPATH = true"
Info, "PathFollower", 4.730464, "found closest waypoint:0.0; 0.0 | 0.2"
Info, "PathFollower", 4.733208, "RobotPos: 0.0; 0.0"
